ema1,stockId,ema5,ema13,ema50,ema200
24.45,6916,24.625,25.028,25.266,26.194
542.0,6919,544.612,552.783,540.627,524.439
154.0,6922,155.367,153.694,151.989,146.307
82.0,6923,83.901,86.07,87.504,89.799
93.5,6924,94.892,97.612,98.34,98.827
57.4,6928,57.345,57.984,59.42,69.425
37.5,6929,37.747,39.052,42.013,57.577
217.0,6933,220.872,237.296,244.773,264.349
354.5,6937,360.1,347.504,332.23,278.055
83.7,6949,84.219,86.522,89.156,101.512
75.5,6951,75.761,74.366,70.315,61.166
48.0,6952,48.328,48.012,47.89,50.053
221.0,6953,224.529,234.229,243.092,262.941
137.0,6955,139.574,143.846,145.631,146.987
217.0,6957,214.618,210.931,219.473,252.908
24.5,6958,25.626,27.209,28.431,30.316
52.6,6962,49.722,52.287,54.639,56.863
52.0,6967,51.467,51.673,55.154,63.85
62.1,6968,63.166,65.198,68.672,76.356
43.1,6969,44.382,47.417,48.53,42.535
26.0,6988,25.937,25.144,24.708,24.833
237.5,6996,238.763,238.737,238.623,238.534
126.0,6997,121.667,120.065,119.755,119.565
71.0,7402,71.367,72.774,74.852,84.045
128.0,7556,129.222,131.193,131.867,129.468
78.2,7584,78.655,78.914,80.478,99.8
142.0,7703,143.785,146.889,150.956,156.882
78.7,7704,79.233,79.43,79.469,79.492
70.6,7705,70.182,72.849,75.067,77.254
91.2,7708,91.865,93.62,95.975,99.003
453.0,7722,467.866,493.05,501.119,506.88
24.2,8011,24.726,26.128,26.707,25.47
209.5,8016,206.738,209.979,216.28,238.612
32.85,8021,32.817,33.794,34.811,33.598
17.5,8024,17.703,18.182,18.538,19.497
88.4,8027,89.584,93.936,98.223,98.421
126.5,8028,127.555,131.686,131.102,106.093
71.8,8032,69.221,70.893,66.506,46.202
59.7,8033,57.974,57.445,57.812,60.921
19.15,8034,19.384,20.177,20.747,22.04
26.85,8038,27.559,28.804,28.289,29.358
45.85,8039,46.321,48.184,50.933,52.651
78.2,8040,78.493,76.42,76.88,74.462
41.0,8042,43.492,44.02,40.732,37.089
33.15,8043,33.584,34.966,36.506,33.819
51.4,8044,52.21,51.838,47.494,40.023
66.0,8045,66.573,68.65,69.205,69.571
109.0,8046,108.661,115.673,123.996,161.101
22.15,8047,20.762,20.042,19.371,16.497
49.9,8048,50.993,51.694,52.987,59.049
31.95,8049,32.627,33.625,34.302,36.416
70.5,8050,70.864,71.321,72.265,77.36
